Messstellennummer;Datum;Parameter;Einheit;Messwert
15065;2011-10-04;Leitfähigkeit /Lab. bei 25°C;µS/cm;734,00
15065;2011-10-04;UV-Adsorption (254);1/m;4,40
15065;2011-10-04;CSV (KMNO4);mg/l O2;1,80
15065;2011-10-04;Basenkap. bis 8.2;mmol/l;0,35
15065;2011-10-04;Säure-Kap. bis 4.3;mmol/l;3,90
15065;2011-10-04;Kohlenstoff (organ.);mg/l C;2,50
15065;2011-10-04;pH-Wert /Lab.;ohne Einheit;7,36
15065;2011-10-04;Gesamthärte;mmol/l;3,53
15065;2011-10-04;Karbonathärte;mmol/l;1,94
15065;2011-10-04;AOX;µg/l;-10,00
15065;2011-10-04;Phenolindex (ges.);µg/l;-10,00
15065;2011-10-04;LHKW (Summe);µg/l;-0,10
15065;2011-10-04;BTXE (Summe);µg/l;-0,30
15065;2011-10-04;Arsen;µg/l;-4,00
15065;2011-10-04;Barium;µg/l;43,00
15065;2011-10-04;Blei;µg/l;-2,00
15065;2011-10-04;Bor;µg/l;-100,00
15065;2011-10-04;Cadmium;µg/l;-0,15
15065;2011-10-04;Chrom;µg/l;-2,00
15065;2011-10-04;Kupfer;µg/l;-5,00
15065;2011-10-04;Aluminium-gelöst;µg/l;-5,00
15065;2011-10-04;Nickel;µg/l;-5,00
15065;2011-10-04;Quecksilber;µg/l;-0,05
15065;2011-10-04;Selen;µg/l;-2,00
15065;2011-10-04;Zink;µg/l;-10,00
15065;2011-10-04;Dichlormethan;µg/l;-0,10
15065;2011-10-04;Trichlormethan;µg/l;-0,10
15065;2011-10-04;Tetrachlormethan;µg/l;-0,10
15065;2011-10-04;1,2-Dichlorethan;µg/l;-0,10
15065;2011-10-04;cis-1,2-Dichloreth.;µg/l;-0,10
15065;2011-10-04;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15065;2011-10-04;Trichlorethen;µg/l;-0,10
15065;2011-10-04;Tetrachlorethen;µg/l;-0,10
15065;2011-10-04;Vinylchlorid;µg/l;-0,10
15065;2011-10-04;trans-1,2-Dichloret.;µg/l;-0,10
15065;2011-10-04;Benzen;µg/l;-0,30
15065;2011-10-04;Ethylbenzen;µg/l;-0,30
15065;2011-10-04;Toluen;µg/l;-0,30
15065;2011-10-04;Xylen (meta/para);µg/l;-0,30
15065;2011-10-04;Xylen (ortho);µg/l;-0,30
15065;2011-10-04;Cumol;µg/l;-0,30
15065;2011-10-04;Naphtalin;µg/l;-0,01
15065;2011-10-04;Acenaphthylen;µg/l;-0,03
15065;2011-10-04;Acenaphthen;µg/l;-0,01
15065;2011-10-04;Fluoren;µg/l;-0,02
15065;2011-10-04;Phenanthren;µg/l;-0,01
15065;2011-10-04;Anthracen;µg/l;0,00
15065;2011-10-04;Fluoranthen;µg/l;-0,01
15065;2011-10-04;Pyren;µg/l;-0,01
15065;2011-10-04;Benz-a-Anthracen;µg/l;0,00
15065;2011-10-04;Chrysen;µg/l;-0,01
15065;2011-10-04;Benz-b-Fluoranthen;µg/l;-0,01
15065;2011-10-04;Benz-k-Fluoranthen;µg/l;0,00
15065;2011-10-04;Benz-a-Pyren;µg/l;0,00
15065;2011-10-04;Dibenz-a,h-Anthracen;µg/l;-0,01
15065;2011-10-04;Benz-g,h,i-Perylen;µg/l;0,00
15065;2011-10-04;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15065;2011-10-04;Summe Na+Cl;mg/l;53,40
15065;2012-04-19;Temperatur (Luft);grd Celsius;9,00
15065;2012-04-19;pH-Wert (Feld);ohne Einheit;7,23
15065;2012-04-19;Temperatur (Wasser);grd C;10,80
15065;2012-04-19;Leitfähigkeit 25°C vor Ort;µS/cm;1035,50
15065;2012-04-19;Wasserst.(ROK) vor;m;10,98
15065;2012-04-19;Wasserst.(ROK) nach;m;11,09
15065;2012-04-19;Entnahmeteufe (ROK);m unter ROK;12,00
15065;2012-04-19;Förderrate;l/s;0,50
15065;2012-04-19;Redox Pumpbeginn;mV;-81,00
15065;2012-04-19;O2-Gehalt Pumpbeg.;mg/l;0,13
15065;2012-04-19;Redox Pumpende;mV;-107,00
15065;2012-04-19;pH Pumpende;ohne Einheit;7,20
15065;2012-04-19;O2-Gehalt Pumpende;mg/l;0,04
15065;2012-04-19;Chlorid;mg/l;42,00
15065;2012-04-19;Fluorid;mg/l;0,20
15065;2012-04-19;Hydrogenkarbonat;mg/l;244,00
15065;2012-04-19;Nitrit (N);mg/l N;-0,01
15065;2012-04-19;Nitrat (N);mg/l N;0,03
15065;2012-04-19;Ortho-Phosphat (P);mg/l P;0,03
15065;2012-04-19;Sulfat;mg/l;138,00
15065;2012-04-19;Cyanide (ges.);mg/l;0,00
15065;2012-04-19;Bromid;mg/l;-0,10
15065;2012-04-19;Nitrit;mg/l;-0,03
15065;2012-04-19;Nitrat;mg/l;0,13
15065;2012-04-19;Ortho-Phosphat;mg/l;0,08
15065;2012-04-19;Ammonium (N);mg/l N;0,18
15065;2012-04-19;Eisen-2;mg/l;2,42
15065;2012-04-19;Eisen (ges.);mg/l;2,83
15065;2012-04-19;Kalium;mg/l;1,87
15065;2012-04-19;Kalzium;mg/l;122,60
15065;2012-04-19;Magnesium;mg/l;13,80
15065;2012-04-19;Natrium;mg/l;13,70
15065;2012-04-19;Mangan;mg/l;0,20
15065;2012-04-19;Ammonium;mg/l;0,23
15065;2012-04-19;Leitfähigkeit /Lab. bei 25°C;µS/cm;761,00
15065;2012-04-19;UV-Adsorption (254);1/m;3,80
15065;2012-04-19;CSV (KMNO4);mg/l O2;1,50
15065;2012-04-19;Basenkap. bis 8.2;mmol/l;0,32
15065;2012-04-19;Säure-Kap. bis 4.3;mmol/l;4,00
15065;2012-04-19;Kohlenstoff (organ.);mg/l C;1,83
15065;2012-04-19;pH-Wert /Lab.;ohne Einheit;7,38
15065;2012-04-19;Gesamthärte;mmol/l;3,62
15065;2012-04-19;Karbonathärte;mmol/l;2,00
15065;2012-04-19;AOX;µg/l;-10,00
15065;2012-04-19;Phenolindex (ges.);µg/l;-10,00
15065;2012-04-19;LHKW (Summe);µg/l;-0,10
15065;2012-04-19;BTXE (Summe);µg/l;-0,30
15065;2012-04-19;Arsen;µg/l;-4,00
15065;2012-04-19;Barium;µg/l;46,00
15065;2012-04-19;Blei;µg/l;-2,00
15065;2012-04-19;Bor;µg/l;-100,00
15065;2012-04-19;Cadmium;µg/l;-0,15
15065;2012-04-19;Chrom;µg/l;-2,00
15065;2012-04-19;Kupfer;µg/l;-5,00
15065;2012-04-19;Aluminium-gelöst;µg/l;-5,00
15065;2012-04-19;Nickel;µg/l;-5,00
15065;2012-04-19;Quecksilber;µg/l;-0,05
15065;2012-04-19;Selen;µg/l;-2,00
15065;2012-04-19;Zink;µg/l;-10,00
15065;2012-04-19;Dichlormethan;µg/l;-0,10
15065;2012-04-19;Trichlormethan;µg/l;-0,10
15065;2012-04-19;Tetrachlormethan;µg/l;-0,10
15065;2012-04-19;1,2-Dichlorethan;µg/l;-0,10
15065;2012-04-19;cis-1,2-Dichloreth.;µg/l;-0,10
15065;2012-04-19;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15065;2012-04-19;Trichlorethen;µg/l;-0,10
15065;2012-04-19;Tetrachlorethen;µg/l;-0,10
15065;2012-04-19;Vinylchlorid;µg/l;-0,10
15065;2012-04-19;trans-1,2-Dichloret.;µg/l;-0,10
15065;2012-04-19;Benzen;µg/l;-0,30
15065;2012-04-19;Ethylbenzen;µg/l;-0,30
15065;2012-04-19;Toluen;µg/l;-0,30
15065;2012-04-19;Xylen (meta/para);µg/l;-0,30
15065;2012-04-19;Xylen (ortho);µg/l;-0,30
15065;2012-04-19;Cumol;µg/l;-0,30
15065;2012-04-19;Naphtalin;µg/l;-0,01
15065;2012-04-19;Acenaphthylen;µg/l;-0,03
15065;2012-04-19;Acenaphthen;µg/l;-0,01
15065;2012-04-19;Fluoren;µg/l;-0,02
15065;2012-04-19;Phenanthren;µg/l;-0,01
15065;2012-04-19;Anthracen;µg/l;0,00
15065;2012-04-19;Fluoranthen;µg/l;-0,01
15065;2012-04-19;Pyren;µg/l;-0,01
15065;2012-04-19;Benz-a-Anthracen;µg/l;0,00
15065;2012-04-19;Chrysen;µg/l;-0,01
15065;2012-04-19;Benz-b-Fluoranthen;µg/l;-0,01
15065;2012-04-19;Benz-k-Fluoranthen;µg/l;0,00
15065;2012-04-19;Benz-a-Pyren;µg/l;0,00
15065;2012-04-19;Dibenz-a,h-Anthracen;µg/l;-0,01
15065;2012-04-19;Benz-g,h,i-Perylen;µg/l;0,00
15065;2012-04-19;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15065;2012-04-19;Summe Na+Cl;mg/l;55,70
15065;2012-09-13;Temperatur (Luft);grd Celsius;10,00
15065;2012-09-13;pH-Wert (Feld);ohne Einheit;7,44
15065;2012-09-13;Temperatur (Wasser);grd C;10,80
15065;2012-09-13;Leitfähigkeit 25°C vor Ort;µS/cm;1065,50
15065;2012-09-13;Wasserst.(ROK) vor;m;11,22
15065;2012-09-13;Wasserst.(ROK) nach;m;11,32
15065;2012-09-13;Entnahmeteufe (ROK);m unter ROK;14,00
15065;2012-09-13;Förderrate;l/s;0,50
15065;2012-09-13;Redox Pumpbeginn;mV;-56,00
15065;2012-09-13;O2-Gehalt Pumpbeg.;mg/l;0,32
15065;2012-09-13;Redox Pumpende;mV;-93,00
15065;2012-09-13;pH Pumpende;ohne Einheit;7,40
15065;2012-09-13;O2-Gehalt Pumpende;mg/l;0,08
15065;2012-09-13;Chlorid;mg/l;43,00
15065;2012-09-13;Fluorid;mg/l;0,20
15065;2012-09-13;Hydrogenkarbonat;mg/l;250,10
15065;2012-09-13;Nitrit (N);mg/l N;0,01
15065;2012-09-13;Nitrat (N);mg/l N;-0,02
15065;2012-09-13;Ortho-Phosphat (P);mg/l P;0,04
15065;2012-09-13;Sulfat;mg/l;140,00
15065;2012-09-13;Cyanide (ges.);mg/l;0,00
15065;2012-09-13;Bromid;mg/l;-0,10
15065;2012-09-13;Nitrit;mg/l;0,03
15065;2012-09-13;Nitrat;mg/l;-0,09
15065;2012-09-13;Ortho-Phosphat;mg/l;0,11
15065;2012-09-13;Ammonium (N);mg/l N;0,17
15065;2012-09-13;Eisen-2;mg/l;2,55
15065;2012-09-13;Eisen (ges.);mg/l;2,85
15065;2012-09-13;Kalium;mg/l;1,88
15065;2012-09-13;Kalzium;mg/l;124,30
15065;2012-09-13;Magnesium;mg/l;13,90
15065;2012-09-13;Natrium;mg/l;12,60
15065;2012-09-13;Mangan;mg/l;0,20
15065;2012-09-13;Ammonium;mg/l;0,22
15065;2012-09-13;Leitfähigkeit /Lab. bei 25°C;µS/cm;787,00
15065;2012-09-13;UV-Adsorption (254);1/m;4,00
15065;2012-09-13;CSV (KMNO4);mg/l O2;1,50
15065;2012-09-13;Basenkap. bis 8.2;mmol/l;0,40
15065;2012-09-13;Säure-Kap. bis 4.3;mmol/l;4,10
15065;2012-09-13;Kohlenstoff (organ.);mg/l C;1,66
15065;2012-09-13;pH-Wert /Lab.;ohne Einheit;7,39
15065;2012-09-13;Gesamthärte;mmol/l;3,67
15065;2012-09-13;Karbonathärte;mmol/l;2,05
15065;2012-09-13;AOX;µg/l;-10,00
15065;2012-09-13;Phenolindex (ges.);µg/l;-10,00
15065;2012-09-13;LHKW (Summe);µg/l;-0,10
15065;2012-09-13;BTXE (Summe);µg/l;-0,30
15065;2012-09-13;Arsen;µg/l;-4,00
15065;2012-09-13;Barium;µg/l;51,00
15065;2012-09-13;Blei;µg/l;-2,00
15065;2012-09-13;Bor;µg/l;-100,00
15065;2012-09-13;Cadmium;µg/l;-0,15
15065;2012-09-13;Chrom;µg/l;-2,00
15065;2012-09-13;Kupfer;µg/l;-5,00
15065;2012-09-13;Aluminium-gelöst;µg/l;-5,00
15065;2012-09-13;Nickel;µg/l;-5,00
15065;2012-09-13;Quecksilber;µg/l;-0,05
15065;2012-09-13;Selen;µg/l;-2,00
15065;2012-09-13;Zink;µg/l;-10,00
15065;2012-09-13;Dichlormethan;µg/l;-0,10
15065;2012-09-13;Trichlormethan;µg/l;-0,10
15065;2012-09-13;Tetrachlormethan;µg/l;-0,10
15065;2012-09-13;1,2-Dichlorethan;µg/l;-0,10
15065;2012-09-13;cis-1,2-Dichloreth.;µg/l;-0,10
15065;2012-09-13;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15065;2012-09-13;Trichlorethen;µg/l;-0,10
15065;2012-09-13;Tetrachlorethen;µg/l;-0,10
15065;2012-09-13;Vinylchlorid;µg/l;-0,10
15065;2012-09-13;trans-1,2-Dichloret.;µg/l;-0,10
15065;2012-09-13;Benzen;µg/l;-0,30
15065;2012-09-13;Ethylbenzen;µg/l;-0,30
15065;2012-09-13;Toluen;µg/l;-0,30
15065;2012-09-13;Xylen (meta/para);µg/l;-0,30
15065;2012-09-13;Xylen (ortho);µg/l;-0,30
15065;2012-09-13;Cumol;µg/l;-0,30
15065;2012-09-13;Naphtalin;µg/l;-0,01
15065;2012-09-13;Acenaphthylen;µg/l;-0,03
15065;2012-09-13;Acenaphthen;µg/l;-0,01
15065;2012-09-13;Fluoren;µg/l;-0,02
15065;2012-09-13;Phenanthren;µg/l;-0,01
15065;2012-09-13;Anthracen;µg/l;0,00
15065;2012-09-13;Fluoranthen;µg/l;-0,01
15065;2012-09-13;Pyren;µg/l;-0,01
15065;2012-09-13;Benz-a-Anthracen;µg/l;0,00
15065;2012-09-13;Chrysen;µg/l;-0,01
15065;2012-09-13;Benz-b-Fluoranthen;µg/l;-0,01
15065;2012-09-13;Benz-k-Fluoranthen;µg/l;0,00
15065;2012-09-13;Benz-a-Pyren;µg/l;0,00
15065;2012-09-13;Dibenz-a,h-Anthracen;µg/l;-0,01
15065;2012-09-13;Benz-g,h,i-Perylen;µg/l;0,00
15065;2012-09-13;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15065;2012-09-13;Summe Na+Cl;mg/l;55,60
15065;2013-04-08;Temperatur (Luft);grd Celsius;4,00
15065;2013-04-08;pH-Wert (Feld);ohne Einheit;7,10
15065;2013-04-08;Temperatur (Wasser);grd C;11,00
15065;2013-04-08;Leitfähigkeit 25°C vor Ort;µS/cm;1017,00
15065;2013-04-08;Wasserst.(ROK) vor;m;11,18
15065;2013-04-08;Wasserst.(ROK) nach;m;11,28
15065;2013-04-08;Entnahmeteufe (ROK);m unter ROK;14,00
15065;2013-04-08;Förderrate;l/s;0,50
15065;2013-04-08;Redox Pumpbeginn;mV;-19,00
15065;2013-04-08;O2-Gehalt Pumpbeg.;mg/l;0,10
15065;2013-04-08;Redox Pumpende;mV;-79,00
15065;2013-04-08;pH Pumpende;ohne Einheit;7,00
15065;2013-04-08;O2-Gehalt Pumpende;mg/l;0,03
15065;2013-04-08;Chlorid;mg/l;43,00
15065;2013-04-08;Fluorid;mg/l;0,22
15065;2013-04-08;Hydrogenkarbonat;mg/l;245,90
15065;2013-04-08;Nitrit (N);mg/l N;-0,01
15065;2013-04-08;Nitrat (N);mg/l N;-0,02
15065;2013-04-08;Ortho-Phosphat (P);mg/l P;0,05
15065;2013-04-08;Sulfat;mg/l;143,00
15065;2013-04-08;Cyanide (ges.);mg/l;0,00
15065;2013-04-08;Bromid;mg/l;0,12
15065;2013-04-08;Nitrit;mg/l;-0,03
15065;2013-04-08;Nitrat;mg/l;-0,09
15065;2013-04-08;Ortho-Phosphat;mg/l;0,15
15065;2013-04-08;Ammonium (N);mg/l N;0,19
15065;2013-04-08;Eisen-2;mg/l;2,90
15065;2013-04-08;Eisen (ges.);mg/l;2,90
15065;2013-04-08;Kalium;mg/l;1,91
15065;2013-04-08;Kalzium;mg/l;126,00
15065;2013-04-08;Magnesium;mg/l;14,30
15065;2013-04-08;Natrium;mg/l;13,30
15065;2013-04-08;Mangan;mg/l;0,20
15065;2013-04-08;Ammonium;mg/l;0,25
15065;2013-04-08;Leitfähigkeit /Lab. bei 25°C;µS/cm;756,00
15065;2013-04-08;UV-Adsorption (254);1/m;4,10
15065;2013-04-08;CSV (KMNO4);mg/l O2;3,10
15065;2013-04-08;Basenkap. bis 8.2;mmol/l;0,42
15065;2013-04-08;Säure-Kap. bis 4.3;mmol/l;4,03
15065;2013-04-08;Kohlenstoff (organ.);mg/l C;1,70
15065;2013-04-08;pH-Wert /Lab.;ohne Einheit;7,30
15065;2013-04-08;Gesamthärte;mmol/l;3,73
15065;2013-04-08;Karbonathärte;mmol/l;2,02
15065;2013-04-08;AOX;µg/l;-10,00
15065;2013-04-08;Phenolindex (ges.);µg/l;-10,00
15065;2013-04-08;LHKW (Summe);µg/l;-0,10
15065;2013-04-08;BTXE (Summe);µg/l;-0,30
15065;2013-04-08;Arsen;µg/l;-4,00
15065;2013-04-08;Barium;µg/l;51,00
15065;2013-04-08;Blei;µg/l;-2,00
15065;2013-04-08;Bor;µg/l;-100,00
15065;2013-04-08;Cadmium;µg/l;-0,15
15065;2013-04-08;Chrom;µg/l;-2,00
15065;2013-04-08;Kupfer;µg/l;-5,00
15065;2013-04-08;Aluminium-gelöst;µg/l;-5,00
15065;2013-04-08;Nickel;µg/l;-5,00
15065;2013-04-08;Quecksilber;µg/l;-0,05
15065;2013-04-08;Selen;µg/l;-2,00
15065;2013-04-08;Zink;µg/l;-10,00
15065;2013-04-08;Vanadium;µg/l;-0,20
15065;2013-04-08;Dichlormethan;µg/l;-0,10
15065;2013-04-08;Trichlormethan;µg/l;-0,10
15065;2013-04-08;Tetrachlormethan;µg/l;-0,10
15065;2013-04-08;1,2-Dichlorethan;µg/l;-0,10
15065;2013-04-08;cis-1,2-Dichloreth.;µg/l;-0,10
15065;2013-04-08;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15065;2013-04-08;Trichlorethen;µg/l;-0,10
15065;2013-04-08;Tetrachlorethen;µg/l;-0,10
15065;2013-04-08;Vinylchlorid;µg/l;-0,10
15065;2013-04-08;trans-1,2-Dichloret.;µg/l;-0,10
15065;2013-04-08;Benzen;µg/l;-0,30
15065;2013-04-08;Ethylbenzen;µg/l;-0,30
15065;2013-04-08;Toluen;µg/l;-0,30
15065;2013-04-08;Xylen (meta/para);µg/l;-0,30
15065;2013-04-08;Xylen (ortho);µg/l;-0,30
15065;2013-04-08;Cumol;µg/l;-0,30
15065;2013-04-08;Naphtalin;µg/l;-0,01
15065;2013-04-08;Acenaphthylen;µg/l;-0,03
15065;2013-04-08;Acenaphthen;µg/l;-0,01
15065;2013-04-08;Fluoren;µg/l;-0,02
15065;2013-04-08;Phenanthren;µg/l;-0,01
15065;2013-04-08;Anthracen;µg/l;0,00
15065;2013-04-08;Fluoranthen;µg/l;-0,01
15065;2013-04-08;Pyren;µg/l;-0,01
15065;2013-04-08;Benz-a-Anthracen;µg/l;0,00
15065;2013-04-08;Chrysen;µg/l;-0,01
15065;2013-04-08;Benz-b-Fluoranthen;µg/l;-0,01
15065;2013-04-08;Benz-k-Fluoranthen;µg/l;0,00
15065;2013-04-08;Benz-a-Pyren;µg/l;0,00
15065;2013-04-08;Dibenz-a,h-Anthracen;µg/l;-0,01
15065;2013-04-08;Benz-g,h,i-Perylen;µg/l;0,00
15065;2013-04-08;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15065;2013-04-08;Summe Na+Cl;mg/l;56,30
15065;2013-10-31;Temperatur (Luft);grd Celsius;2,00
15065;2013-10-31;pH-Wert (Feld);ohne Einheit;7,20
15065;2013-10-31;Temperatur (Wasser);grd C;10,70
15065;2013-10-31;Leitfähigkeit 25°C vor Ort;µS/cm;916,70
15065;2013-10-31;Wasserst.(ROK) vor;m;11,30
15065;2013-10-31;Wasserst.(ROK) nach;m;11,40
15065;2013-10-31;Entnahmeteufe (ROK);m unter ROK;14,00
15065;2013-10-31;Förderrate;l/s;0,50
15065;2013-10-31;Redox Pumpbeginn;mV;-139,00
15065;2013-10-31;O2-Gehalt Pumpbeg.;mg/l;0,21
15065;2013-10-31;Redox Pumpende;mV;-173,00
15065;2013-10-31;pH Pumpende;ohne Einheit;7,20
15065;2013-10-31;O2-Gehalt Pumpende;mg/l;0,10
15065;2013-10-31;Chlorid;mg/l;42,00
15065;2013-10-31;Fluorid;mg/l;0,21
15065;2013-10-31;Hydrogenkarbonat;mg/l;254,40
15065;2013-10-31;Nitrit (N);mg/l N;-0,01
15065;2013-10-31;Nitrat (N);mg/l N;-0,02
15065;2013-10-31;Ortho-Phosphat (P);mg/l P;0,02
15065;2013-10-31;Sulfat;mg/l;141,00
15065;2013-10-31;Cyanide (ges.);mg/l;0,00
15065;2013-10-31;Bromid;mg/l;-0,10
15065;2013-10-31;Nitrit;mg/l;-0,03
15065;2013-10-31;Nitrat;mg/l;-0,09
15065;2013-10-31;Ortho-Phosphat;mg/l;0,06
15065;2013-10-31;Ammonium (N);mg/l N;0,21
15065;2013-10-31;Eisen-2;mg/l;2,67
15065;2013-10-31;Eisen (ges.);mg/l;3,08
15065;2013-10-31;Kalium;mg/l;1,95
15065;2013-10-31;Kalzium;mg/l;131,00
15065;2013-10-31;Magnesium;mg/l;14,60
15065;2013-10-31;Natrium;mg/l;14,20
15065;2013-10-31;Mangan;mg/l;0,21
15065;2013-10-31;Ammonium;mg/l;0,27
15065;2013-10-31;Leitfähigkeit /Lab. bei 25°C;µS/cm;779,00
15065;2013-10-31;UV-Adsorption (254);1/m;3,70
15065;2013-10-31;CSV (KMNO4);mg/l O2;1,80
15065;2013-10-31;Basenkap. bis 8.2;mmol/l;0,36
15065;2013-10-31;Säure-Kap. bis 4.3;mmol/l;4,17
15065;2013-10-31;Kohlenstoff (organ.);mg/l C;2,60
15065;2013-10-31;pH-Wert /Lab.;ohne Einheit;7,30
15065;2013-10-31;Gesamthärte;mmol/l;3,87
15065;2013-10-31;Karbonathärte;mmol/l;2,09
15065;2013-10-31;AOX;µg/l;-10,00
15065;2013-10-31;Phenolindex (ges.);µg/l;-10,00
15065;2013-10-31;LHKW (Summe);µg/l;-0,10
15065;2013-10-31;BTXE (Summe);µg/l;-0,30
15065;2013-10-31;Arsen;µg/l;-4,00
15065;2013-10-31;Barium;µg/l;48,00
15065;2013-10-31;Blei;µg/l;-2,00
15065;2013-10-31;Bor;µg/l;-100,00
15065;2013-10-31;Cadmium;µg/l;-0,15
15065;2013-10-31;Chrom;µg/l;-2,00
15065;2013-10-31;Kupfer;µg/l;-5,00
15065;2013-10-31;Aluminium-gelöst;µg/l;-5,00
15065;2013-10-31;Nickel;µg/l;-5,00
15065;2013-10-31;Quecksilber;µg/l;-0,05
15065;2013-10-31;Selen;µg/l;-2,00
15065;2013-10-31;Zink;µg/l;-10,00
15065;2013-10-31;Dichlormethan;µg/l;-0,10
15065;2013-10-31;Trichlormethan;µg/l;-0,10
15065;2013-10-31;Tetrachlormethan;µg/l;-0,10
15065;2013-10-31;1,2-Dichlorethan;µg/l;-0,10
15065;2013-10-31;cis-1,2-Dichloreth.;µg/l;-0,10
15065;2013-10-31;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15065;2013-10-31;Trichlorethen;µg/l;-0,10
15065;2013-10-31;Tetrachlorethen;µg/l;-0,10
15065;2013-10-31;Vinylchlorid;µg/l;-0,10
15065;2013-10-31;trans-1,2-Dichloret.;µg/l;-0,10
15065;2013-10-31;Benzen;µg/l;-0,30
15065;2013-10-31;Ethylbenzen;µg/l;-0,30
15065;2013-10-31;Toluen;µg/l;-0,30
15065;2013-10-31;Xylen (meta/para);µg/l;-0,30
15065;2013-10-31;Xylen (ortho);µg/l;-0,30
15065;2013-10-31;Cumol;µg/l;-0,30
15065;2013-10-31;Naphtalin;µg/l;-0,01
15065;2013-10-31;Acenaphthylen;µg/l;-0,03
15065;2013-10-31;Acenaphthen;µg/l;-0,01
15065;2013-10-31;Fluoren;µg/l;-0,02
15065;2013-10-31;Phenanthren;µg/l;-0,01
15065;2013-10-31;Anthracen;µg/l;0,00
15065;2013-10-31;Fluoranthen;µg/l;-0,01
15065;2013-10-31;Pyren;µg/l;-0,01
15065;2013-10-31;Benz-a-Anthracen;µg/l;0,00
15065;2013-10-31;Chrysen;µg/l;-0,01
15065;2013-10-31;Benz-b-Fluoranthen;µg/l;-0,01
15065;2013-10-31;Benz-k-Fluoranthen;µg/l;0,00
15065;2013-10-31;Benz-a-Pyren;µg/l;0,00
15065;2013-10-31;Dibenz-a,h-Anthracen;µg/l;-0,01
15065;2013-10-31;Benz-g,h,i-Perylen;µg/l;0,00
15065;2013-10-31;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15065;2013-10-31;Summe Na+Cl;mg/l;56,20
15065;2014-05-26;Temperatur (Luft);grd Celsius;15,00
15065;2014-05-26;pH-Wert (Feld);ohne Einheit;7,10
15065;2014-05-26;Temperatur (Wasser);grd C;11,00
15065;2014-05-26;Leitfähigkeit 25°C vor Ort;µS/cm;1026,40
15065;2014-05-26;Wasserst.(ROK) vor;m;11,39
15065;2014-05-26;Wasserst.(ROK) nach;m;11,49
15065;2014-05-26;Entnahmeteufe (ROK);m unter ROK;14,00
15065;2014-05-26;Förderrate;l/s;0,50
15065;2014-05-26;Redox Pumpbeginn;mV;-167,00
15065;2014-05-26;O2-Gehalt Pumpbeg.;mg/l;0,68
15065;2014-05-26;Redox Pumpende;mV;-161,00
15065;2014-05-26;pH Pumpende;ohne Einheit;7,10
15065;2014-05-26;O2-Gehalt Pumpende;mg/l;0,17
15065;2014-05-26;Chlorid;mg/l;44,00
15065;2014-05-26;Fluorid;mg/l;0,20
15065;2014-05-26;Hydrogenkarbonat;mg/l;256,20
15065;2014-05-26;Nitrit (N);mg/l N;-0,01
15065;2014-05-26;Nitrat (N);mg/l N;-0,02
15065;2014-05-26;Ortho-Phosphat (P);mg/l P;0,01
15065;2014-05-26;Sulfat;mg/l;140,00
15065;2014-05-26;Cyanide (ges.);mg/l;0,00
15065;2014-05-26;Bromid;mg/l;0,10
15065;2014-05-26;Nitrit;mg/l;-0,03
15065;2014-05-26;Nitrat;mg/l;-0,09
15065;2014-05-26;Ortho-Phosphat;mg/l;0,03
15065;2014-05-26;Ammonium (N);mg/l N;0,17
15065;2014-05-26;Eisen-2;mg/l;2,40
15065;2014-05-26;Eisen (ges.);mg/l;2,50
15065;2014-05-26;Kalium;mg/l;1,34
15065;2014-05-26;Kalzium;mg/l;117,00
15065;2014-05-26;Magnesium;mg/l;14,10
15065;2014-05-26;Natrium;mg/l;12,70
15065;2014-05-26;Mangan;mg/l;0,21
15065;2014-05-26;Ammonium;mg/l;0,22
15065;2014-05-26;Leitfähigkeit /Lab. bei 25°C;µS/cm;737,00
15065;2014-05-26;UV-Adsorption (254);1/m;3,40
15065;2014-05-26;CSV (KMNO4);mg/l O2;0,80
15065;2014-05-26;Basenkap. bis 8.2;mmol/l;0,46
15065;2014-05-26;Säure-Kap. bis 4.3;mmol/l;4,20
15065;2014-05-26;Kohlenstoff (organ.);mg/l C;1,80
15065;2014-05-26;pH-Wert /Lab.;ohne Einheit;7,20
15065;2014-05-26;Gesamthärte;mmol/l;3,51
15065;2014-05-26;Karbonathärte;mmol/l;2,10
15065;2014-05-26;AOX;µg/l;-10,00
15065;2014-05-26;Phenolindex (ges.);µg/l;-10,00
15065;2014-05-26;LHKW (Summe);µg/l;-0,10
15065;2014-05-26;BTXE (Summe);µg/l;-0,30
15065;2014-05-26;Arsen;µg/l;-1,00
15065;2014-05-26;Barium;µg/l;53,80
15065;2014-05-26;Blei;µg/l;-0,10
15065;2014-05-26;Bor;µg/l;-1,00
15065;2014-05-26;Cadmium;µg/l;-0,10
15065;2014-05-26;Chrom;µg/l;-0,10
15065;2014-05-26;Kupfer;µg/l;0,88
15065;2014-05-26;Aluminium-gelöst;µg/l;-2,00
15065;2014-05-26;Nickel;µg/l;-0,50
